Author,Ulasan
@m.wldnfwzfwz8310,soal debat kamipun siap melawan ke 3 (semua)calon. tapi praktek kerja nyata kami ttp percaya pd capres no 3
@tiara39744,01 aja deh
@user-ut9zh7xi4t,"makanya korupsi hukum, mati biar tdk menyebar ke anaknya"
@Fitriyola,Ini bukan masalah anak muda lawan orang yang lebih tua. Tapi Kalau yang muda lebih handal dalam segala hal kenapa tidak ? Pak gibran memang keliatannya plonga plongo namun jangan salah di belakang itu dia sudah paham dan di bekali oleh orang tuanya bagaimana kurang lebihnya negara kita. Cocok dan sepaham banget dengan jawaban pak Gibran ❤
@azzahra399,Ngomong apa sih ini amin ini gak paham gua😂😂
@susiloutomo8686,yang cocok untuk menjadi pemimpin NKRI hanya paslon no.02 dan 03....tinggal pilih aja sama tujuan...
@riyantoiyan6971,😂😂😂
@user-bg2qm5ur4s,30 persen Nasrani milih golput
@bimos2418,keliatan mana yg mbulet dan bingung .. hehehe
@jayagading-gn6nw,Dulu Anis saya dukung sekarang gibran saya dukung
@MurtadhoTadho-jp3kv,Gagasan yg masuk akal dan realistis yg saya pilih
@nick-gg2xy,Saya dukung paslon 2 prabowo gibran... Kerja nyata... Dan tidak cuma omong saja....
@erdhinoprakoso826,"Mirip bapaknya, janjinya juga"
@rahmadfajriandi8804,Gibran gaya debat nya kaya cerdas cermat kocak..wkwkwk bisa di jawab dengan google..
@ibbymecha34,02 ini mantap banget 😤😔🤗
@isimmufrod187,KPU ny ordal Gibran MK gibran
@user-jv7vy7zn3x,Maju terus pak<br>Ptabowo
@masfudmadawi1451,Lihatlah matanya membuka amplop tapi matanya mengarah ke bawa
@isimmufrod187,Rasa ny udh gk prcya SM demokrasi Indonesia klo nanti ny pa Gibran jadi preseden itu udh jadi skenario
@Gimana677,"Kita butuh anak Muda seperti Gibran, kelihatannya politikus orang yang sudah tua, sudah tidak bisa mengikuti perkembangan zaman yang komplex, memang butuh anak muda yang melek teknologi, dan paham betul tantangan2 kedepan di bidang teknologi"
@user-co2nq4mb8w,"Bener banget, yg lain pasti cuman bahas tentang korupsi² dan korupsi. Sementara kita tahu bahas korupsi dari dulu ga akan pernah selesai, sementara gibran bahas tentang negara kedepannya. Tentang kesetaraan sumber daya manusia dengan perkembangan zaman. Karna data rakyat pun bahkan ga jarang di retas &amp; semacamnya sampe akhirnya marak pencurian / pembobolan rekening hanya lewat nama dan tgl lahir kita doank."
@Kall22314,"Blimbing sayur kelihatan sekali  hapalannya jawab an infrastruktur nggak nyambung <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h14m33s"">1:14:33</a>"
@fitrisakhiana4025,"Deuh orang2 ini knp polos amat ya lgsung kepincut dg gibran yg katanya penyampaiannya lbih jelas dri paslon lain. Itu krna gibran jg pemahamannya kurang advance/kurang unggul dri kdua paslon lain otomatis yg diucapkan hal2 biasa akhirnya lbih gampang dipahami. Tp coba klo lebih mau mmbuka otak, pasti paham dg gagasan 2 paslon lain yg jauh lebih  sistematis dan masuk akal. Jgn ketipu topeng. Pakai akal sehat yuk❤"
@ilzx2545,Ws pancen prabowo jatahe
@nirmanirmala8997,Tiba&quot; Jatuh Cinta dengan Gibran 😅😅😅
@rizal234sc9,Gagasan gak logis 40 kota dalam 5 tahun
@riezkayana8420,Vibesnya happy liat Cak imin.. In syaa Allah AMIN utk Indonesia Perubahan ❤
@Queindha,Amiiiin y allah
@abdulkhafidz50,Pak mahfud susah pahamnya.. Wkwk ahli nya ahli.. Maksudnya udah jelas dari awal.. Mau menaikan rasio penerimaan pajak.. Bukan menaikkan pajak
@nexaong9106,"Jawa Tengah mantep 80 % semua suara ke Prabowo - Gibran, 2024 yang merah jangan sampai lolos 😁"
@berlianretno,Apa cmn aku yg terharu sm penutupan paslon no 2
@felisiaindriani3838,Kita sama boss
@anggernugroho8965,Kwkwkwkw slepet😂
@user-tk2sf2qv6x,"Lihat Mic nya Gibran berapa banyak, tidakkah anda melihat  dikerah baju, yg dipegang, yg didepan mulut dan dibawah kuping. Kok banyak sekali ya padahal yg lain enggak seperti itu. Lihat berita terbaru Roy Suryo mengenai mic nya gibrand. Seperti ujian nyontek"
@noormakurniawati6358,"Semuanya juga ada kok, coba diperhatiin lagi deh"
@estikanovita2870,"Lah semua jatahnya sama, coba di lihat dlu benar2, jangan suudzon mulu,"
@Sawat01Sawat01-vy5sn,"siapa kemaren nyinyir, wapres no 2 bakal habis ama wapres 1&amp;3? Ternyata no 2 lebih menguasai lohh,, tapi kok ttep dinyinyir i kenapa sehh"
@riskisetiawan7359,sebelum debat wapres..banyak yang meragukan gibran..setelah debat ternyata gibran lbh unggul dari wapres 1 dan 3..tapi ternyata msh di<br> nyinyirin juga..<br>apalagi imin ko baca..gak bahaya ta..wkwkwkwk
@franciscobelo8989,Salut Mas Gibran saya yakin Mas akan di vote sama rakyat indonesia
@tutidjuhro9136,"Baiknya d bekalin ilmu , keterampilan , kalo hanya bantuan bkn org malas ."
@prayyudistira5296,Cuman Gibran yg jelas tujuannya.
@mbahtio7285,Gibran top markotop... Jangan panggil  aku  anak kecil paman
@okkangarokokkangarok8487,Wajah melas  tubuh sopan ucapan sombong 🙏🙏
@davinavivioficial7524,Pasterakhir aku takut karna janji doang 🙄🙄🙄
@wjg1527,Siaran yang tidak berguna atau berfaedah
@rizqanakbar3162,Dr sini kt bs liat Prabowo Gibran potensi menang 1 putaran.. Dr 11rb koment hmpir 90% mndukung 02👍
@dudyhariyanto8191,Menang 1 putaran??? Mimpi ...jgn2 lolos diputaran kedua kagak hehehe
@pejerosellaboru8454,Setuju ini
@mirnaagustiana930,sotoy😭😭🤣🤣
@pesakurnia6314,Bp nya tinggal tlpn yg buat acara debat<br>Tolong d bantu ank saya<br>siap pak<br>Pertanyaan dan jawabanya saya kirim
@milaerlinda1469,😂😂
@Ironeone84,Gibran cerdas
@jtech2234,cawapresnya cerdas semua
@reviewproductviral5317,Anak muda pilih nomor duaa .. ngk muluk2 visi misi nya
@ikesriwahyuniyati610,"Setelah dilihat tayangan ulangnya dan disimak lagi lebih cermat, ternyata pak Mahfud yg lebih baik."
@user-xb7el9sf3v,Dgn debat ini sy yakin dengn no 02 awalnya kurang berminat dgn 02 tp setelah lihat ini seandenya g naik 02 tp ak ttp ak memilih 02 insaAllah naik amiin
@sugaringcandy802,"Gibran penyampaian nya yang paling realistis menurut gue, gak bertele tele. Dulu kalo bahas soal politik menurut gue bosen, tapi sekarang seru cuy gak pernah ketinggalan liat debat capres sama cawapres😁"
@naturaltv1973,S7 bg
@berkahabadi-2226,Haimin kena kekakmat gibran<br>Dulu mendukung sekarang menentang( gk konsisten)😂
@suryadisudirja5834,D jaman kerajaan majapahit. Menggapai puncak kejayaan saat d pimpin oleh prabu hayam wuruk.<br>Hayam artinya ayam dan wuruk artinya yg msh muda.<br>Jd hayam wuruk adlh ayam yg msh muda.<br>Jd jgn remehkan ank muda.<br>Sudah saatnya ank muda mnjdi khalifah. Tanpa merendahkan yg lainnya
@bepatien5104,Cak imin komuknya ngeselin 😢
@abdulkhafidz50,Pak mahfud pertanyaannya bagaimana jawabnya gak sesuai pertanyaan mungkin itulah ahli tp bidang lain jadi tidak ahli dibidang yang ditanya
@dewidewi4742,"Dr dlu visi misi nya memberantas korupsi,,,tp kenyataannya korupsi makin merajalela,,,,"
@mimillmj5301,Yang muda lawan yang tua😅lucu juga ya hheeee
@noviaja2946,Kalau sampek ada ini..... berarti ada kelicikan soalnya dr awal yg prabowo
@noviaja2946,Intinya dr debat  ini  bahwa sebelum debat udah yakin prabowo
@RifahFormosa,Tetep Prabowo Gibran untuk Indonesia maju❤❤❤❤
@user-zq2tu5xl6x,Prabowo Gibran pasangan yg cocok
@anandasaputra798,Yang lain pada nyontek teks hanya gibran aja yang tanpa nyontek teks
@tiaratatuliv4008,02 tetap unggul di debat cawapres !
@dewiwara2465,Disini gibran beli omongan orang2 yg bilang dia gabisa apa2
@anissawidyastuti8019,"Setuju, bangga Sma mas gibran"
@tiaratatuliv4008,Cawapres 01. Kayaknya tidak berkualitas pisi DAN misinya
@fasladetu9935,Mas gibran bisa membuat paslon keduanya malu 😂
@ridho4324,Dari hasil debat...saya semakin yakin menentukan pilihan untuk menuju Indonesia Emas ( visi misi yang jelas dan ada dasarnya bukan hanya narasi dan sekedar ungkapan kosong )....Bravo Prabowo-Gibran.
@tiaratatuliv4008,Apaan itu 02 tetep oke
@kamariahsimar1593,Sangat disayangkan ank orang no1 menghadapi orng yg lebih tua menjawab pertanyaan memperbandingkan dngn kebun binatang
@yuniartin6085,AMIN untuk INDONESIA. SLEPET
@balibadboy,Koruptor hukum mati lah lprof baru sy pilih anda😂
@hermanakbar2517,"Hanya didebat ini cara bicara gibran beda dengan video2 sebelumnya, seakan bicaranya pake tenaga dalam. Seperti orang kehabisan suara😅"
@ridwansusanto4624,Paslon 1 baca teks😂😂😂<br>Bismillah paslon no 2 menang menang menang
@AbiAtmadjaKusuma,"Percuma mau seperti apa semua gagasan visi misi segala macem apalah itu wahai kalian para calon² pemimpin, ya bulsit kalau praktek 𝙆𝙊𝙍𝙐𝙋𝙎𝙄 𝙆𝙊𝙇𝙐𝙎𝙄 &amp; 𝙉𝙀𝙋𝙊𝙏𝙄𝙎𝙈𝙀 di Indonesia masih begitu &quot;𝙆𝙀𝙉𝙏𝘼𝙇&quot; adanya. <br>Dari dulu bilangnya SIKAT SIKAT &amp; Sikat...!! <br>Lu cuma modal &quot;SIKAT&quot; gimana KORUPTOR &amp; PELANGGAR HUKUM takut &amp; jera Boskuuuh.. <br>Lawak emang 😅😅😂😂😂"
@affandizvr9321,Roy suryo parah ternyata emang masing masing menggunakan 3 alat bantu suara
@muhammadlana1842,Saya orang pontianak tetap pg prabowo gibran ❤
@madearibudiarthana3515,"Klo debat lagi , para panelis diberi kesempatan bertanya ke para Cawapres  biar tau kwalitas jawaban Cawapres."
@bayuivandi4520,Itu dulu
@user-it4wm2ds6e,Pak Prabowo Gibran is the best
@Wong_Tani,Sudah kuduga pak Gibran selama ini  pura pura saja
@Wong_Tani,"Wekekekke pak Gibran lagi mode serius, 2 cawapres gak ada seupilnya"
@susipradana6369,Masalah ikn gibran menang telak sikat 2 paslon cawapres 😂
@DommTorret,Hanya paslon 2 yg bisa menyampaikan visi misi nya sdg kan paslon 1 &amp; paslon 3 hanya mendongeng
@warsitogenung9733,Prabowo gibran ❤❤❤❤❤
@didipermadi811,Mencurigakan hehehehe
@wahyuchemonk,"Di debat capres pertama, menurut saya yg menguasai panggung adalah Pak Anies, dan pendukungnya tetap mendukung, dan yg bukan pendukungnya mencela dengan mengatakan &quot;cuma pinter ngomong doang&quot;<br><br>Sekarang giliran debat kedua bagian cawapres dan yg menguasai panggung adalah Pak Gibran, semua pendukungnya mendukung dan yg tidak mendukung, diam tanpa mencela dan meremehkan, luar biasa"
@mamamira8885,"Seru banget debat cawapres ini, ketiga Paslon tampil dengan performa yg baik. Jadi sulit memilih, tapi sapapun yg terpilih 100%mendukung  deh kali ini, top semua"
@HuzaifahHuzaifah-jm5ud,Sebenarnya PDIP bisa mencalonkan ganjar gibran tapi sayang PDIP kali ini salah penilaian tentang gibran jika dulu PDIP calonnya ganjar gibran pasti tak terkalahkan
@ichautami9764,pak mahfud okke banget tapi tidak dengan pak ganjar jadi prabowo-gibran the best
@helvadianti6275,"Paslon 1 BEST OF THE BEST.<br>Paslon 2 Kasus 1998 dan HAM , Sudah ber KALI2 GAGAL ❗❗<br>HARUSNYA MUHASABAH DONG ❗❗<br>JANGAN MENEKAN AMBISI NYA AJA .<br>Paslon 3 HOBINYA NONTON BOKEB , Kita bisa nilai sendiri lah ."
@anissawidyastuti8019,"Ambisi membangun indo lebih baik apasalhnya ?, lihat aj beliau kalah tpi mau jdi menhan dan WOW kinerja nya ❤"
@pujinash3853,Jadi ini alasan nya pak prabowo milih gibran krna kecerdasan nya n wawasan nya luass .. kereennn ❤
@eryant7239,"alasannya kalau prabowo ga pilih gibran, bakal kalah yg ke tiga kalinya"
@yumnaellisa9338,"@@eryant7239nah kalo begitu, kenapa anies ga milih ahy, ridwan kamil, prof yusril? yg scr kualitas pasti top. oh iya ga mau wkwk. ganjar jg milih mahfud biar suaranya banyak kali ya😅"
@helvadianti6275,Dari semua Calon ini Cuma ANIS YG BER KWALITAS TERBAIK ❗<br>Dari segala Segi Anis itu UNGGUL SEGALANYA.
@dealersuzukimobilkalteng7810,Gibran smart
@riasrialdina9125,NM 2 mantappp❤❤❤
@guasiapa1,All in prabowo
@m.jamilsyahputra2156,Luar biasa mas gibran. Ku dukung 02
@sulisazza9216,Prabowo Gibran menang 🤲🤲
@karlipan,Bissmillah 2024 Ganjar Mahfud menang satu putaran aamiin Insyaallah
@user-ie5ho9ob7w,Kasian prabowo
@karlipan,"Gibran emangnya ada hilirisasi digital,<br>Digitalisation itu yg kami pernah dengar"
@buenasnoticias9093,"Kok bisa ya, di channel pendukung Ganjar justru semua komentar memuji Gibran...? 😅"
@zakyadwa1077,Gua dan keluarga besar pasti dan yakin pilih Prabowo - Gibran..
@IneuMaemunah-li8mi,Mantap pak gibran
@muhammadrayhan889,Dri bnyk Komentar bnyak mndukung paslon no 2✌ prabowo - gibran  👍👍👍
@Juwana_Ac,Mantep milih no.2. . No.3 wayang. .
@gggeming3499,Dulu saya kira gibran kurang pnglaman trnyta sngat luar biasa....
@RizkiMaulida-ir3eh,"Pas membuka amplop pertanyaan jangan dbawah pak,apa gk bisa pas buka amplop di perlihatkan ke kamera,apa adkah politik berupa pertanyaan yg sdh d sediakan d meja,gerak gerik moderator mencurigakan bapak ibu"
@msulaiman4808,prabowo-gibran R1
@yuliaramadhani4823,"Selamat natal untuk saudara ku yang merayakan,semoga disini bisa mengucapkan selamat natal ke lebih banyak orang"
@totowijaya1328,kak kak kak prabowo and gibran saatnya
@lufthiakhmadjazuli4062,Makin yakin gak akan pilih AMIN.. 😎
@msulaiman4808,prabowo dong 👍👍patenn kalii wakilnya sampe ga visa jawab
@aqsal6642,Slepat slepet ae😂
@lufthiakhmadjazuli4062,Gus Imin banyak narasi. Bertele tele. Tapi gak ada isinya.. 🤭
@ikanbesar5792,"Coba dengerin lagi menit <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h46m02s"">1:46:02</a> itu yg ngomong udah siapa ya....wah bisa rame nih😅😅😅😅"
@totowijaya1328,2o ya
@totowijaya1328,1273 dikurangi raden wijaya 1293
@teguhkipli2798,Sasuke &amp; boruto
@totowijaya1328,siapapun nanti yang jadi sama persiden kita
@nirdayantimustarih1338,"Respect sama pak Mahfud dari dulu, dan untuk Gibran u are d MVP! Cak Imin juga baik hanya perlu sedikit menahan diri sebelum mulai bernarasi. Siapapun pemenangnya nanti semuanya tetap harus berada dalam pemerintahan karena mereka semua adalah oramg hebat yang ingin membangun Negeri❤"
@user-cm3cl1jk2n,Kayak kenak setruk si gibran
@jajaboih-md3me,gk bakal menang gibran disaat inilah jokowi akan kena batunya
@WeskyFebriyani-gk3tr,Pak Prabowo sma mas Gibran orangnya to the points ga bertele&quot; kren bnget kliatan tegasnya emng cocok jdi pemimpin negara Indonesia 😁
@welgiftofficial,Ok
@Sidomang,Pak Mahfud sudah terbukti yg lain mah baru janji😂
@user-xn7br5rb9l,GIBRAN luar biasa👍👍👍👍👍👍👍
@mulyatimulyati5261,Jokowi junior sdh muncul<br>MUANTAPPPPPP
@mulyatimulyati5261,MUANTAPPPPPP JIWA JOSS GANDOS PAK Gibran<br>Bpk Jokowi bangettttt ..ini mah euyyy<br>👍👍👍👍👍👍😁😁😁
@pakwaka1483,Luar biasa pak gibran.... sangat diluar prediksi.... anda tampil sangat memukau di debat ini Bismillah 1 putaran Prabowo-Gibran 2024
@user-wv8tz6mz1u,Anak muda pilihannya pasti tau.
@macankumbang2995,Pak Mahfud gimna tuh pak Ganjar pernah korup iktp kenapa GK di proses mlh nyalon prisiden Ganjar korupsi iktp di usut tuh😂😂😂😂
@user-wv8tz6mz1u,"Sebagai orang yg masih muda, saya akuin mental gibran sangat kuat, walau kalah pengalaman dari yg lain."
@mikemaulana4378,Sudah.... suara wanita dan sangat jelas<br>menit 1.46.00
@den_dik86,coba itung slepet berbunyi berapa x??? 😂😂
@ditamawarni1858,slepettt
@BOMBOMPAUH28,Harus nya anis adu debat lawan gibran
@ikhymuller5957,👍👍👍👍
@Lusidwivahiraa,ALL IN PRABOWO
@yantosuyanto1509,Gibran itu masa depan bangsa indonesia
@rahmataso4412,Anak Baru Terjun Di Dunia Politik tetapi Kemampuannya Mengalahkan No urut 1😂
@user-he8du5gh9u,Hebat gibran
@iancsachannel,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=1h45m59s"">1:45:59</a> coba dengar pakai headset &quot;udah&quot; itu suara siapakah?"
@dewisuryaningrum8912,Dibayar brp lu spam komen :xD
@iancsachannel,@@dewisuryaningrum8912 gw nanya woy.. justru komen lu yg spam gak nyambung ama komen gw
@darwatiningsih8742,Dalam sekolah. Ad kata<br>Pemuda generasi bangsa.negar <br>Maju truss gibran<br>Munurut.   Anda. Gimna.    .
@26_madepuspaaishsvaramahad58,"Semua Hebat , sy Prof 👍🏻🙏"
@nurrizqizaelani4701,saya yakin yang benar dan tepat itu Ganjar Pranowo dan Mahfud MD sikat abis semua bapak Ganjar dan Mahfud koruptor yang sewenang wenang di negara kita. 😆😆😆
@hertoniaditya5699,Setelah liat debat ke 2<br>Paslon 1 kedua nya jago umbar janji yg sulit terealisasi<br><br>Paslon 2 &amp; 3 masih ada celah namun masih kita keker ke depan..<br><br>Paslon 2 memang gambaran milenial<br><br>Paslon 3 masih mengkaji 20+ janji apakah bisa terealisasi karena partai yg di sentil adalah partai penguasa saat ini😅😅
@pramudyarendi6783,Makin yakin✌️
@PemburuDoa,Mau ambisi jd pejabat atau apapun gak masalah asalkan tujuan dan niat nya baik serta positif<br>Simpel kok
@user-xp3hz6cv5f,yg pinter : mas gibran<br>yg tegas : pak mahfud<br>yg slepet : cak imin<br><br>silahkan tentukan pilihan ada😅
@rikiansyah6586,😂
@muhammadraihansaputra2380,"Ibarat kalau di dunia penjara, ada pakar, hakim dan Algojo😂😂😂"
@alishidiq6089,"Pak Prabowo sihh 🤲, pak Ganjar juga boleh tapi gak suka partai nya. Pak Anis jangan dulu dah"
@dwiratnakarim5434,Jangan panggil aku anak kecil Paman
@arsenioarzaniyamani8912,Prabowo Presidenku...<br>insya Alloh..
@media_fakta,"RASIO PAJAK SAMA KENAIKAN PAJAK BEDAAA YAAA WAHAI SAHABAT2 YANG MENDUKUNG ANIES&amp;GANJAR, terima kasih salam damai"
@noviaulfa3922,Pak Mahfud🎉
@joko_506,Maaf saya tidak akan pilih prabowo gibran boleh aja kan ?
@Sidomang,Love you pak GANJAR. Dengan memakai adat NTT dalam hal ini perwakilan adat rote menandakan bahwa kecintaanmu terhadap NTT.
@PemburuDoa,Pada intinya adalah mas Gibran membuktikan bahwa dia bisa utk bersaing dengan yg lain titik<br>Yg sebelumnya pada meremehkan<br><br>Makanya jd org jgn suka merendahkan atau meremehkan org lain<br><br>😅
@Jcklynjjk,Inshaallah saya pilih no 2 memang niat dari hati 🎉
@saediedi3766,Salut sama anak muda kayak p.gibran. kalo yang sudah tua² cepet lupa😂😂😂😂
@GOnlives,"Gibran diatas angin. Anies geleng&quot;, ganjar menyesali"
@evangiza2936,HIDUP SLEBEWWW
@DmrKitchen,Wah bener ada bisikan²an halus .... &quot;Udah&quot; aduh aduh gak bahaya tah
@Sidomang,Pak Mahfud terbaik GAMA persiden....
@BambangRuwiyo-jb8ih,Garang juga gibran. Harusnya lawanya anis sama ganjar jadi imbang sama2 jadi pemimpin Di pemerintahan
@sifarahmaawalia611,"Udah waktunya sih Indonesia punya pemimpin dari kaum millenial. Yang sat set kerjanya, gak cuma jadi NATO (No Action Talk Only) aja✌🏻"
@monopixel3507,"Prabowo berapi-api, gibran tenang kalem, pasangan yg cerdas dan berani"
@buenasnoticias9093,Jadi ingat Jokowi Ahok ya ?
@masnitasari,Org pintr ngomng kadang pintr ngelesh dan korupsi
@wawa8356,All in Prabowo Gibran🫶
@masnitasari,Walaupun kata org nomor dua GK bisa ngomng sy ttp nomor 2 terkadang org yg BS ngobrol bisa bicara bisa ngelesh
@dolkentv6670,banyak yg ngira gibran itu kaesang 😅
@inisial_r3632,"Pokok nya saya tetap pilih keturunan dr pak jokowi cerdas nya sama kayak bapak nya, saya yakin indonesia akan maju"
@sitinurfadilla8253,Slepet ae lu pakk amin☺😆
@pelita2280,Gibran 😮😮😮
@user-bm8bn9to6x,Prabowo Gibran 2024 🔥🔥🔥
@dion1653,"Gimana sih fud, kan kamu menkopolhukam ko kritik diri sendiri parahhhh masalah hukum"
@elfianlaros8188,Mas gibran.. Juos..
@DK-girl25,"Ini kalau pak prabowo, pak gibran dan pak Mahfud MD kolaborasi jadi satu, pasti akan membawa perubahan yang mutlak.. <br>1. Pak Prabowo: tegas, dan militernya kuat<br><br>2. Pak gibran : cerdas dan kerja nyata<br><br><br>3. Pak Mahfud : jujur dan berpengalaman."
